13:58:15:565,MESSAGE,Transfer End Hole Item datas...[Hole count : 24]
13:58:17:702,EVENT,Changed Apply All Marking is FALSE from TRUE
13:58:17:702,MESSAGE,Transfer Start Hole Item datas...
13:58:17:998,MESSAGE,Transfer End Hole Item datas...[Hole count : 24]
13:58:21:992,EVENT,레시피 menu button clicked.
13:58:26:984,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 3.rcp
13:58:28:731,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 3.rcp
13:58:30:556,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 5.rcp
13:58:32:023,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 5.rcp
13:58:33:598,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 6.rcp
13:58:34:487,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 6.rcp
13:58:36:001,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 7.rcp
13:58:36:796,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 7.rcp
13:58:38:949,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 9.rcp
13:58:39:729,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 9.rcp
13:58:41:632,EVENT,Open recipe is D:\NEWRUN\recipe\경산 300 5.rcp
13:58:42:646,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 300 5.rcp
13:58:45:361,EVENT,Open recipe is D:\NEWRUN\recipe\경산250 8.rcp
13:58:46:266,EVENT,Remove recipe is D:\NEWRUN\recipe\경산250 8.rcp
13:58:48:918,EVENT,Open recipe is D:\NEWRUN\recipe\기성역사 5.rcp
13:58:49:822,EVENT,Remove recipe is D:\NEWRUN\recipe\기성역사 5.rcp
13:58:51:554,EVENT,Open recipe is D:\NEWRUN\recipe\경산 300 4.rcp
13:58:58:917,EVENT,운전화면 menu button clicked.
14:05:57:513,EVENT,레시피 menu button clicked.
14:06:00:945,EVENT,Load file is RECIPE NAME
14:06:02:957,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 300 150\경산 300 3.txt
14:06:04:283,EVENT,운전화면 menu button clicked.
14:06:07:434,EVENT,Open recipe is D:\NEWRUN\recipe\경산 300 3.rcp for Working
14:06:07:450,MESSAGE,Transfer Start Hole Item datas...
14:06:08:292,MESSAGE,Transfer End Hole Item datas...[Hole count : 30]
14:06:10:617,EVENT,Changed Apply All Marking is FALSE from TRUE
14:06:10:632,MESSAGE,Transfer Start Hole Item datas...
14:06:11:178,MESSAGE,Transfer End Hole Item datas...[Hole count : 30]
14:20:42:502,EVENT,레시피 menu button clicked.
14:20:51:706,EVENT,Load file is RECIPE NAME
14:20:55:123,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\기성역사\기성역사 1.txt
14:20:56:105,EVENT,운전화면 menu button clicked.
14:21:00:130,EVENT,Open recipe is D:\NEWRUN\recipe\기성역사 1.rcp for Working
14:21:00:130,MESSAGE,Transfer Start Hole Item datas...
14:21:00:645,MESSAGE,Transfer End Hole Item datas...[Hole count : 10]
14:21:04:607,EVENT,Changed Apply All Marking is FALSE from TRUE
14:21:04:623,MESSAGE,Transfer Start Hole Item datas...
14:21:04:982,MESSAGE,Transfer End Hole Item datas...[Hole count : 10]
14:28:24:715,ALARM,"Alarm Occured - CODE : AL0072, MSG : (MB1103)X 캐리지 서보경고(No.10)"
14:30:14:508,EVENT, menu button clicked.
14:30:15:600,EVENT, menu button clicked.
14:30:21:201,EVENT,수동조정 menu button clicked.
14:30:22:028,EVENT,운전화면 menu button clicked.
14:30:23:104,EVENT,수동조정 menu button clicked.
14:30:24:290,EVENT,운전화면 menu button clicked.
14:31:44:786,EVENT, menu button clicked.
14:31:47:157,EVENT, menu button clicked.
14:31:48:670,MESSAGE,Newrun Application Exit program...[NEWRUN13]
14:31:57:515,MESSAGE,"NEWRUN Series Application Start : Model = NEWRUN13, Language 한국어"
14:31:58:264,EVENT,Load today's Log file button clicked.
14:31:58:717,ALARM,"Alarm Occured - CODE : AL0072, MSG : (MB1103)X 캐리지 서보경고(No.10)"
